id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20010042,Beautiful penthouse in Prenzaluer Berg / elevator,118780530,Veit,Pankow,Prenzlauer Berg Süd,52.53211,13.42386,Entire home/apt,75,7,10,2019-02-05,0.47,1,0
20010552,Cozy room in Treptower Park,72640695,Maha,Treptow - Köpenick,Baumschulenweg,52.46667,13.49431,Private room,32,2,1,2019-04-07,0.79,2,0
20010939,familyfriendly flat,58732796,Isabelle,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51668,13.47273,Entire home/apt,139,2,9,2019-04-18,0.42,1,3
20012136,Mitte - Check Point Charlie - private room,82607133,Francesco,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50636,13.39199,Private room,45,1,49,2019-05-13,2.30,1,53
20012832,Grüne Oase am Landwehrkanal (Kreuzberg),141981627,Wenke,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49333,13.43403,Private room,30,2,1,2017-07-28,0.05,2,0
20013176,"Big bright room, with balcony",107010832,Hanna,Treptow - Köpenick,Niederschöneweide,52.45267,13.51735,Private room,18,3,2,2017-09-09,0.10,1,0
20018579,Cozy apartment with 2 rooms and a balcony,21135430,Nicole,Mitte,Brunnenstr. Nord,52.54278,13.39701,Entire home/apt,62,3,13,2018-07-15,0.60,1,0
20018951,Beautiful big Room in Neukölln!,5310903,Rebecca,Neukölln,Rixdorf,52.4695,13.4432,Private room,21,4,5,2018-10-21,0.25,1,3
20019130,Great room in a typical Berlin style flat,31975239,Laurene,Charlottenburg-Wilm.,Neue Kantstraße,52.50833,13.30194,Private room,45,3,50,2019-05-06,2.33,1,18
20019296,Small but cosy room,53239899,Nina,Mitte,Parkviertel,52.54668,13.34813,Private room,20,4,2,2018-08-19,0.09,1,0
20020532,Great flat in the heart of Friedrichshain,118498997,James,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50989,13.46339,Entire home/apt,39,2,51,2019-04-30,2.34,1,0
20024345,Beautiful flat in Richardkiez | Berlin - Neukölln,46359595,Christian,Neukölln,Rixdorf,52.47553,13.44637,Entire home/apt,70,2,0,,,1,0
20024550,cosy room in big apartment with own bathroom,142198843,Pascal,Lichtenberg,Alt-Lichtenberg,52.52228,13.48049,Private room,30,3,3,2017-08-25,0.14,1,0
20025889,"Quiet apartment, Friedrichshain",112911416,Raphael,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52119,13.45088,Entire home/apt,55,2,10,2017-10-06,0.46,1,0
20027259,nice WG-room close to famous Ku'Damm,31613861,David,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49705,13.31082,Private room,20,14,0,,,1,0
20027515,Gemütliche bleibe,142225616,Larissa,Pankow,Prenzlauer Berg Nordwest,52.55163,13.40902,Entire home/apt,30,2,0,,,1,0
20027814,Im Herzen West-Berlins zwischen Kudamm + Volkspark,142222370,Andreas,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.4905,13.32878,Entire home/apt,30,2,17,2018-03-25,0.78,1,0
20028451,Innovative Living in Berlin,45013931,Benjamin,Tempelhof - Schöneberg,Schöneberg-Süd,52.48209,13.36102,Entire home/apt,90,3,52,2019-05-04,2.51,1,239
20028718,"Funky, sunny flat for good chill- & night outs!",16817286,Danijela,Lichtenberg,Alt-Lichtenberg,52.51485,13.49086,Entire home/apt,50,2,8,2019-03-10,0.37,1,0
20030201,"Helle, ruhige Wohnung",97228000,Beate,Marzahn - Hellersdorf,Marzahn-Mitte,52.55344,13.55541,Entire home/apt,50,4,0,,,1,0
20030781,big beautiful creative space at Mauerpark,15778598,Tereśa,Pankow,Prenzlauer Berg Nordwest,52.54619,13.40258,Private room,40,4,3,2017-08-27,0.14,1,0
20032691,Zimmer in Wohnung in Neukölln,55739926,Carolina,Neukölln,Neuköllner Mitte/Zentrum,52.4751,13.42883,Private room,30,4,2,2017-08-09,0.09,1,0
20032898,Beautufil Altbau- Apartment in the HEART OF BERLIN,30145832,Doris,Pankow,Prenzlauer Berg Nordwest,52.54189,13.41065,Entire home/apt,95,4,5,2018-09-07,0.24,1,91
20033418,cosy one-room-apartment Prenzlauer Berg,39723042,Elisa,Pankow,Prenzlauer Berg Nord,52.55144,13.41451,Entire home/apt,38,2,25,2019-05-06,1.14,1,0
20033510,Appartement im Kreuzberg Bergmannkiez,142281681,Marcelo,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494,13.40194,Entire home/apt,52,2,9,2019-01-07,0.41,1,0
20033562,welcome to the friendly and cozy heart of Berlin,16805723,Paeonie,Pankow,Helmholtzplatz,52.54267,13.42084,Private room,30,2,6,2018-09-03,0.29,1,73
20034216,"Motorkajütboot (Hausboot)  ""Zum Glück""",53054630,Sabine,Spandau,Hakenfelde,52.56194,13.21728,Entire home/apt,67,1,2,2017-09-10,0.10,1,88
20040953,Bright 2-bed room appartment in central Berlin,45342773,Estella,Mitte,Moabit West,52.52914,13.33431,Entire home/apt,70,2,1,2017-07-31,0.05,3,0
20041053,Nice cozy room in ChaBit,142361064,Jan Philipp,Charlottenburg-Wilm.,Mierendorffplatz,52.52583,13.31169,Private room,21,1,0,,,1,0
20041189,Großes Zimmer mit Balkon und mitten in Kreuzberg,29304482,Sophia,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50141,13.44096,Private room,30,2,1,2017-10-02,0.05,1,0
20041522,Schöne Atelier Wohnung mit Galerie 80qm + Terasse,28963514,Felina,Treptow - Köpenick,Oberschöneweide,52.46114,13.52423,Entire home/apt,38,5,1,2018-03-12,0.07,1,11
20041877,"Queen of Neukölln, the quiet sister of Kreuzberg",4691084,Charlotte,Neukölln,Neuköllner Mitte/Zentrum,52.47319,13.44024,Private room,27,1,1,2017-08-04,0.05,1,0
20042669,2-zimmer privat Wohnung in Berlin Pankow,142370812,Michaelle,Pankow,Pankow Süd,52.56432,13.42437,Entire home/apt,30,2,1,2017-08-15,0.05,1,0
20043277,Beautiful room at Alexanderplatz,32739865,Anna,Pankow,Prenzlauer Berg Südwest,52.52988,13.41367,Private room,40,3,18,2019-05-04,0.84,1,0
20043316,Quiet room with private garden,24373865,Wida,Mitte,Osloer Straße,52.55596,13.38895,Private room,25,1,0,,,1,0
20043485,Cozy room with own balcony in hip Prenzlauer Berg,34416697,Katharina,Pankow,Helmholtzplatz,52.54379,13.42431,Private room,34,14,0,,,1,0
20044454,Ruhiges Zimmer in Bergmannkiezbutze (WG),84270184,Jonas,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48899,13.39585,Private room,38,5,4,2018-10-09,0.19,1,0
20044854,Arty friendly place near Tempelhof !,8505282,Nika,Tempelhof - Schöneberg,Mariendorf,52.44884,13.37972,Private room,18,2,1,2017-10-29,0.05,1,0
20045752,"Stylish apartment with Berlin charm in ""Neukölln""",142377055,Madeleine,Neukölln,Rixdorf,52.47163,13.44757,Entire home/apt,80,2,4,2017-12-15,0.19,1,0
20046910,Big guestroom with roof teracce in Schöneberg,142414903,Tobias,Tempelhof - Schöneberg,Friedenau,52.46758,13.33821,Private room,22,6,2,2017-08-18,0.09,1,0
20048067,Berlin Moabit,142425337,Wassilij Jamah,Mitte,Moabit West,52.52882,13.33278,Private room,22,7,0,,,1,0
20048414,Cosy room in Mitte,22242615,Valerie,Mitte,Brunnenstr. Süd,52.53443,13.40553,Private room,25,5,5,2018-04-01,0.23,1,0
20049027,Urlaub in Berlin? Hier! Privateroom near Central,37985163,Charis,Lichtenberg,Alt-Lichtenberg,52.51253,13.49877,Private room,25,3,7,2019-05-01,0.70,2,40
20049920,"Central, spacious, cozy in beautiful Schöneberg",95139251,Karo,Tempelhof - Schöneberg,Schöneberg-Süd,52.49175,13.34313,Private room,22,1,38,2019-04-23,2.03,1,75
20050793,Room in the heart of Kreuzberg for one or couple.,142453324,Baris,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49371,13.43361,Private room,25,2,5,2017-08-27,0.23,2,0
20051099,Mon Bijou at Fuggerstraße  in Schoeneberg,63760871,Michael Und Andreas,Tempelhof - Schöneberg,Schöneberg-Nord,52.49896,13.33993,Private room,35,2,120,2019-05-12,5.56,1,3
20052396,Room in Prenzlauer Allee,17141231,Nasia,Pankow,Prenzlauer Berg Nord,52.54407,13.43048,Entire home/apt,30,2,0,,,1,0
20053090,Huge 30sqm room in Friedrichshain,88865939,Lukas,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51551,13.46934,Private room,28,2,2,2017-08-09,0.09,1,0
20059003,"Quietly enjoyment, house with garden (Pankow)",142546566,Ilonka,Pankow,Karow,52.60792,13.49651,Entire home/apt,68,5,3,2018-08-12,0.14,1,0
20059171,Cozy & central apartment with balcony; 5min to CC,142413593,Selin,Mitte,Moabit Ost,52.52053,13.34249,Entire home/apt,59,2,13,2019-03-24,0.62,1,2
20061785,cozy apartment close to the city center,58083600,Lukas Samuel,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51577,13.47212,Private room,25,10,0,,,1,0
20062316,Small cosy room with high sleeper bed in Mitte,142575003,Marlene,Mitte,Alexanderplatz,52.52905,13.39625,Private room,18,4,0,,,1,0
20062827,Lightful apartment in Neukölln,9867532,Franca,Neukölln,Köllnische Heide,52.47177,13.4584,Private room,23,2,54,2019-03-31,2.52,1,3
20062906,Sunny Flat in Silent Neighbourhood,47963145,Tim,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51976,13.44724,Entire home/apt,85,6,2,2019-03-14,0.83,1,1
20062945,Gemütliches und ruhiges Zimmer in Bln -Lichtenberg,142577838,Anja,Lichtenberg,Neu Lichtenberg,52.50504,13.49662,Private room,39,2,1,2017-10-13,0.05,1,0
20063060,Sunny Place in Berlin <3,142580525,Ipek,Pankow,Pankow Zentrum,52.57054,13.40932,Entire home/apt,80,1,4,2017-11-12,0.19,1,0
20063073,"Studio Apartement in Mariannenplatz, Kreuzberg",65014731,Lisandro,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50345,13.42757,Entire home/apt,40,4,1,2017-08-17,0.05,1,0
20063249,Wunderschöne Altbauwohnung in Berlin,142582404,Alexander,Tempelhof - Schöneberg,Mariendorf,52.44755,13.38503,Private room,18,7,0,,,1,0
20063374,Gemütliche Wohnung mitten in Kreuzberg,47120698,Lea,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50175,13.42781,Entire home/apt,42,2,3,2017-08-13,0.14,1,0
20063788,Wedding- Mitte. Cosy room in shared flat,26795471,Niko,Mitte,Parkviertel,52.55721,13.34302,Private room,19,5,5,2017-10-03,0.24,1,3
20064553,Cosy room in small penthouse in Friedrichshain,53232666,Nina,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51785,13.46849,Private room,35,1,62,2019-05-09,3.32,1,57
20065609,Simple room in Kreuzberg,142600191,Christopher,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50326,13.42979,Private room,15,12,1,2017-09-03,0.05,1,0
20067755,Vintage Studio in Green Berlin Friedrichshain,23370463,Lisa,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52546,13.45215,Entire home/apt,55,1,14,2018-04-02,0.64,1,0
20067991,EINZIMMERWOHNUNG KREUZBERG,142629483,Dana,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49245,13.43689,Entire home/apt,38,5,6,2018-07-14,0.28,1,0
20068064,"Cosy bedroom in Schöneberg, Berlin",134836864,Louisa,Tempelhof - Schöneberg,Schöneberg-Nord,52.49238,13.35077,Private room,49,2,0,,,2,0
20068213,Room in flat with balcony overlooking Berlin,2236816,Stéphanie,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.504,13.43126,Private room,17,10,2,2017-12-08,0.10,1,0
20068570,Perfectly located room in Berlin Alexanderplatz,142479872,Jan,Mitte,Alexanderplatz,52.52489,13.41597,Private room,29,6,4,2018-03-25,0.18,1,0
20068745,Schönes Zimmer für 2 Personen in Berlin,11225403,Jose,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50838,13.45896,Private room,40,2,1,2018-05-27,0.08,3,0
20068898,Wohnen am Tempelhofer Feld,114215033,Laura,Neukölln,Schillerpromenade,52.47504,13.42221,Private room,27,2,3,2017-09-18,0.15,1,0
20069673,Stollen am Hermannplatz,142645164,Felix,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48881,13.42031,Private room,40,1,0,,,1,0
20069680,"Gemütliches, helles Zimmer+ priv. Bad in Kreuzberg",142644626,Irem,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5018,13.42492,Private room,35,3,32,2019-05-10,1.63,1,80
20071024,*NEW* fully renovated 1-bedroom Loft Space 1 floor,16913288,Philipp,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49762,13.42248,Entire home/apt,125,1,171,2019-05-13,8.16,4,258
20071123,Cosy room in big apartment near Sprengelkiez,92834289,Tata,Mitte,Parkviertel,52.54658,13.34955,Shared room,15,1,0,,,1,0
20071137,"Gemütliche, ruhige Wohnung im Szenekietz Neukölln",13434430,Karolin,Neukölln,Reuterstraße,52.48162,13.43701,Entire home/apt,41,12,2,2017-09-27,0.09,1,0
20079870,Green and quiet views by the canal over the ubahn,1868304,Juliette,Neukölln,Reuterstraße,52.49336,13.42314,Private room,40,4,5,2018-08-11,0.23,1,0
20080571,Authentic Berlin.,16955099,Jamie,Mitte,Moabit Ost,52.53477,13.35242,Private room,20,2,5,2017-09-03,0.23,1,0
20080687,Comfy small room with yard view in Spandau,5850574,Ulla,Spandau,Spandau Mitte,52.54651,13.20041,Private room,25,2,26,2019-04-12,1.28,1,51
20080944,"Perfect location, bright calm space.",1562448,Adam,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50311,13.41924,Private room,28,1,2,2017-08-07,0.09,1,0
20081217,Schniekes Zimmer im Rigaerkiez!,21547435,Dominik,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51586,13.46356,Private room,32,3,0,,,1,0
20081286,"Cozy, beautiful  1.5 flat in Friedrichshain",58685622,Sandra,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51851,13.46221,Entire home/apt,50,2,0,,,1,0
20081295,Cosy Apartment in Friedrichshain,12020879,An Dre A,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51169,13.46645,Entire home/apt,60,7,2,2019-03-13,0.15,2,232
20081499,Penthouse im Himmel in Neukölln,8000009,Ringo,Neukölln,Rixdorf,52.4741,13.44666,Entire home/apt,300,2,6,2019-02-07,0.40,1,177
20081980,Cosy quiet room in Neukölln,3171418,Laura,Neukölln,Rixdorf,52.47877,13.44806,Private room,40,1,26,2018-07-18,1.20,1,0
20082691,beautiful Kiezzimmer in Berlin Friedrichshain,142770630,Martin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52525,13.4531,Private room,26,1,2,2017-08-07,0.09,1,0
20083351,Light-flooded flat for 2 with view over Neukölln,9843132,Katrin,Neukölln,Neuköllner Mitte/Zentrum,52.46777,13.43271,Entire home/apt,60,4,1,2017-09-07,0.05,1,0
20083665,*RAAWWRR* Big room in Hip-Neukölln! with housecats,77203278,Ayla,Neukölln,Neuköllner Mitte/Zentrum,52.46847,13.44489,Private room,14,4,1,2017-09-18,0.05,2,0
20083857,Two rooms city West,83971812,Nina,Charlottenburg-Wilm.,Halensee,52.49516,13.3018,Entire home/apt,55,3,22,2019-04-24,1.02,1,70
20085027,Cosy room in fhain / Ostkreuz,12071112,Corinna,Lichtenberg,Neu Lichtenberg,52.50333,13.47324,Private room,22,1,3,2017-08-19,0.14,1,0
20085066,Cozy Old Building Apartment in Berlin,94823556,Heidi,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50914,13.45207,Entire home/apt,55,2,3,2017-08-26,0.14,1,0
20085240,Helle Altbau-Wohnung 10 min vom Alex im Florakiez,36887826,Sarah,Pankow,Pankow Zentrum,52.56489,13.40591,Entire home/apt,70,3,2,2018-06-03,0.16,1,0
20085601,Wohnung am Alexanderplatz Fernseher Turm vor d Tür,142805727,Thu,Mitte,Alexanderplatz,52.51868,13.40943,Entire home/apt,90,2,10,2019-05-03,0.57,1,28
20087026,spacious room in an old building,55803398,Svea,Reinickendorf,West 4,52.57539,13.31388,Private room,25,2,10,2019-03-23,0.47,1,0
20087361,Schönes Schlafzimmer in Altbauwohnung nähe Schlesi,142824343,Christian,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49929,13.44581,Private room,50,3,8,2018-08-12,0.37,1,0
20087411,Nice and cosy room in Friedrichshain (Ostkreuz),83906679,Moritz,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.49712,13.46545,Private room,35,1,9,2017-11-13,0.42,1,0
20087594,Big Room with River View in Charlottenburg,92839718,Maximilian,Charlottenburg-Wilm.,Mierendorffplatz,52.52153,13.30265,Private room,20,20,1,2018-03-28,0.07,1,0
20087743,A slice of heaven.,6758980,Martina,Pankow,Pankow Süd,52.55679,13.41582,Private room,30,1,32,2019-04-22,1.55,1,299
20088931,Cosy room in shared Flat in Prenzlauer Berg,71636419,Ramona,Pankow,Prenzlauer Berg Nord,52.55089,13.43007,Private room,22,5,7,2018-04-08,0.32,1,0
20091040,Spacious apartment close to Mauerpark,12639475,Ischrak,Pankow,Prenzlauer Berg Nordwest,52.54819,13.40297,Entire home/apt,65,4,1,2017-08-18,0.05,2,0
20091284,Room for August ONLY 350€,142457860,Laura,Pankow,Prenzlauer Berg Nord,52.5503,13.42894,Private room,15,25,0,,,1,0
20091354,Ladies welcome! - a comfortabel place to relax!,142866544,Elisabeth,Mitte,Moabit Ost,52.52322,13.35039,Private room,25,2,22,2018-09-22,1.13,1,0
20091533,Schönes Zimmer in stylischer Wohnung in Mitte,8112984,Lea,Mitte,Brunnenstr. Süd,52.53404,13.40603,Private room,55,1,9,2018-09-01,0.41,1,0
20091686,Right in the heart of Kreuzberg,142659076,Kim,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4953,13.4196,Private room,55,3,4,2017-08-14,0.19,1,0
20092371,Modernes Apartment in zentral ruhiger Lage,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.51951,13.52658,Entire home/apt,80,3,10,2018-09-23,0.54,17,171
20096032,Bright Apartment in Pleasant Area,142920460,Benjamin,Tempelhof - Schöneberg,Schöneberg-Nord,52.49834,13.35901,Entire home/apt,95,4,15,2019-04-16,0.74,1,30
20097698,"Sun, Inspiration & space in Berlin Prenzlauerberg",142936239,Benjamin,Pankow,Prenzlauer Berg Nordwest,52.55288,13.41363,Private room,50,1,0,,,1,0
20097710,Beautiful and spacious apartment in Neukölln,2647215,Ron & Caro,Neukölln,Reuterstraße,52.48203,13.43744,Entire home/apt,100,1,6,2019-05-10,0.28,1,0
20101795,artstudio_loft in berlin mitte,142949712,Anna,Mitte,Brunnenstr. Süd,52.53502,13.39926,Private room,65,5,12,2018-09-26,0.58,1,0
20101927,Gemütliche große Schlafcouch in ruhigem Zimmer,38579385,Antonia,Pankow,Pankow Süd,52.56715,13.41611,Private room,30,1,5,2017-09-11,0.23,1,0
20108706,Bright & Spacious room in great Neukölln location,15896555,Sam,Neukölln,Rixdorf,52.47393,13.45145,Private room,50,2,4,2017-09-17,0.19,1,0
20109070,"Doppelhaushälfte im Stadtteil Kladow - Berlin, Deutschland",141539959,Alexander - NOVASOL,Spandau,Gatow / Kladow,52.45572,13.11821,Entire home/apt,86,7,1,2018-02-10,0.07,1,52
20109721,Big one bedroom center Prenzlauer berg apartment,10764937,Yangdi,Pankow,Prenzlauer Berg Nord,52.55003,13.41585,Entire home/apt,60,2,0,,,2,0
20112744,4-Bettzimmer,17189352,Münür,Pankow,Prenzlauer Berg Nord,52.55189,13.41474,Private room,112,1,0,,,2,0
20113830,Sympathische WG,117653509,Tobi,Tempelhof - Schöneberg,Schöneberg-Süd,52.47978,13.3505,Private room,30,3,3,2018-01-29,0.14,1,0
20115050,"Light, spacious apartment in the heart of Berlin",8867417,Anne,Neukölln,Reuterstraße,52.48739,13.43004,Entire home/apt,75,31,3,2017-12-29,0.15,1,0
20115272,Cozy apt - close to Maybachufer 1,73043880,Mariejo,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49484,13.42605,Entire home/apt,95,3,58,2019-04-26,2.68,3,118
20115298,Centrally located room in Berlin-Mitte,65630168,Julia,Mitte,Alexanderplatz,52.52147,13.38305,Private room,60,1,7,2017-08-23,0.32,1,0
20115929,"Cozy, budget and central in Friedrichshain",3580327,Michelle,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51117,13.4641,Private room,17,2,12,2018-01-28,0.55,1,0
20118946,Beautiful Room in the Heart of Prenzlauer Berg,64117760,Marie,Pankow,Prenzlauer Berg Nordwest,52.54264,13.41259,Private room,45,1,4,2017-10-18,0.20,1,0
20119053,Spacious and cosy apartment. Legal.,40717425,Helga,Mitte,Parkviertel,52.55057,13.34646,Entire home/apt,140,3,32,2019-04-12,1.64,2,233
20121585,Room with a view and balcony at the canals,4223655,Theodor,Neukölln,Rixdorf,52.48415,13.44619,Private room,23,2,0,,,1,0
20122296,Nice room in the heart of Friedrichshain,119448129,Paola,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52066,13.44883,Private room,50,5,2,2017-09-17,0.10,1,0
20123845,Gorgeous 6-room penthouse in Berlin-Nikolassee,3613340,Alban,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.42779,13.19286,Entire home/apt,110,3,77,2019-01-01,3.76,1,0
20123963,"Bright, cozy room at Helmholzplatz, Prenzlauerberg",8295711,Miriam,Pankow,Helmholtzplatz,52.54254,13.41964,Private room,39,2,10,2018-09-24,0.46,1,0
20127301,"3-room-apartment with balcony, close to Ostkreuz",1240004,Georg,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50121,13.46589,Entire home/apt,40,90,1,2018-09-29,0.13,2,42
20129428,Zimmer in Berlin Prenzlberg für entspannte Tage,21118728,Carolin,Pankow,Prenzlauer Berg Nordwest,52.55337,13.40009,Private room,35,1,1,2017-08-13,0.05,1,0
20130098,Big private room with a balcony in Schöneberg,100741497,Tanja&Tito,Tempelhof - Schöneberg,Schöneberg-Süd,52.48089,13.34966,Private room,50,3,1,2017-08-23,0.05,2,0
20131206,Large Room in a beautiful Altbau Berlin,3312341,Rachel,Tempelhof - Schöneberg,Friedenau,52.46926,13.34055,Private room,25,7,0,,,1,0
20131553,cosy room in the heart of Berlin,82710409,Susen,Pankow,Prenzlauer Berg Südwest,52.53827,13.41236,Private room,35,2,11,2019-01-01,0.53,1,0
20131615,Cozy and stylish room for your time in Berlin,3218556,Marc,Pankow,Prenzlauer Berg Ost,52.53549,13.44014,Private room,54,3,43,2018-09-28,2.02,1,145
20131907,Sightseeing und Erholung am Badesee!,115504400,Matthias,Pankow,Weißensee,52.55236,13.46607,Private room,30,3,0,,,1,0
20132177,Beautiful and comfortable apartment,143146645,Hendrik,Pankow,Pankow Zentrum,52.56205,13.39981,Entire home/apt,89,14,1,2017-08-02,0.05,1,69
20132686,cosy apartment in box hagener platz,29515318,Amiram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50889,13.45911,Entire home/apt,69,24,9,2019-04-28,0.78,2,254
20133375,Prenzlauer Berg am Falkplatz/Mauerpark/Schönhauser,91888620,Carlos,Pankow,Prenzlauer Berg Nordwest,52.54562,13.41204,Entire home/apt,44,3,2,2018-01-05,0.09,1,0
20134341,BERLIN - close to Ku'Damm - premium apartment,139826816,Carlo,Charlottenburg-Wilm.,Barstraße,52.48336,13.31921,Entire home/apt,100,1,10,2019-02-08,0.49,1,0
20135199,Central quiet and cozy room in shared apartment,143133779,Viktoria,Pankow,Prenzlauer Berg Ost,52.52936,13.44964,Private room,18,6,4,2018-12-26,0.19,1,0
20136114,wonderfull room for two in our shared apartment,36158287,Anna,Mitte,Moabit Ost,52.53011,13.36387,Private room,40,3,0,,,1,0
20137896,Zimmer mit Terrasse im schönen Kaskelkiez,39911811,Kristina,Lichtenberg,Neu Lichtenberg,52.5044,13.48146,Private room,30,4,5,2019-04-20,0.23,1,0
20138119,Little Cottage mit Garten in den Annenhöfen,66875618,Ina,Mitte,Alexanderplatz,52.50634,13.41614,Entire home/apt,90,2,28,2019-04-22,1.43,6,276
20140458,Modern and Quiet 3-Room-Apartment in Moabit,3087613,Lisa Und Toni,Mitte,Moabit West,52.5347,13.3413,Entire home/apt,70,5,4,2018-11-20,0.19,1,5
20141174,Central Room in New Building,7806997,Alexander,Mitte,Brunnenstr. Süd,52.53343,13.38066,Private room,90,2,17,2019-04-21,1.76,1,0
20142439,"Discover Berlin from This Charming, Bright Apt.",101058080,Sascha & Julia,Mitte,Parkviertel,52.55792,13.34154,Entire home/apt,87,2,25,2019-05-12,1.15,1,6
20143474,cozy 50sqm appartement in Neukölln,143281177,Benjamin,Neukölln,Rixdorf,52.47214,13.44223,Entire home/apt,55,2,2,2018-08-11,0.09,1,0
20144693,"Clean,newModern,Nice appartement in green centrum",28669810,Paula,Lichtenberg,Alt-Lichtenberg,52.51512,13.49613,Entire home/apt,50,3,63,2019-04-28,3.00,7,303
20146039,Fresh double room in the heart of Berlin-Kreuzberg,142453324,Baris,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49527,13.43219,Private room,25,2,1,2017-08-07,0.05,2,0
20146083,Wunderschöne Altbauwohnung am Prenzlauer Berg,11804788,Olaf,Pankow,Prenzlauer Berg Südwest,52.53936,13.41499,Entire home/apt,148,1,28,2019-04-26,1.30,1,72
20146466,colorful retro flat in the heart of Berlin,41851054,Karolina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51207,13.45217,Private room,25,3,5,2018-09-26,0.25,1,0
20146572,lovely room in shared flat,38539017,Johanna,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50771,13.46366,Private room,27,30,48,2018-08-27,2.35,1,0
20146597,Beautiful  big room in the heart of Berlin,121172492,Pia,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52557,13.45188,Private room,47,3,7,2019-04-23,0.33,1,0
20146742,"2 rooms, calm, Berlin-Lichtenberg",2866107,Franz,Lichtenberg,Neu Lichtenberg,52.50854,13.50537,Private room,30,1,11,2019-01-03,0.54,1,135
20147743,Nice & big room in an apartment near to the center,40626548,Amer,Mitte,Osloer Straße,52.55729,13.38631,Private room,20,3,12,2017-11-06,0.55,1,0
20147927,family-friendly 100qm 3rooms flat Prenzlauer Berg,56900314,Frank,Pankow,Prenzlauer Berg Süd,52.53759,13.42431,Private room,70,3,5,2019-04-27,0.24,1,2
20147969,Central And Big Room With A Balcony,139118373,Jan,Mitte,Wedding Zentrum,52.55109,13.372,Private room,20,2,3,2017-09-02,0.14,1,0
20148449,"VERY Bright, Central, Large, Comfy. Full Kitchen!",1322237,Honor,Pankow,Helmholtzplatz,52.53996,13.42237,Private room,34,2,3,2017-09-07,0.14,3,0
20150381,Luminous big room in Mitte/Prenz. With garden!,132826395,Stephan,Mitte,Brunnenstr. Süd,52.53425,13.40661,Private room,42,3,10,2018-09-02,0.47,1,0
20151906,Jägger's place.,143373866,Altea,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.51706,13.43958,Private room,35,3,1,2018-01-04,0.06,2,92
20152203,Appartment in the center with balcony!,17569907,Mon-Puo,Pankow,Helmholtzplatz,52.54297,13.42253,Entire home/apt,50,1,32,2018-08-31,1.50,1,0
20152505,Lovely room in super-central area on Torstraße,5510710,Veronica,Mitte,Alexanderplatz,52.52849,13.3977,Private room,65,3,63,2019-05-05,3.09,1,1
